A,B,Bpop,C,D,E,Epop,F,Total users,Date,Day index,Time index,Time series dates,Year,Temperature,Conditions
2,1,0.0,2,1,0,0.45303018726775096,2,8.0,2018-07-22,2,45,2018-07-22 11:15:00,2018,22,2
1,2,0.0,0,1,1,0.45303018726775096,3,8.0,2018-07-22,2,46,2018-07-22 11:30:00,2018,22,2
1,3,0.5752592768889914,0,1,0,0.45303018726775096,6,11.0,2018-07-22,2,47,2018-07-22 11:45:00,2018,22,2
0,3,0.5752592768889914,1,1,0,0.45303018726775096,2,7.0,2018-07-22,2,48,2018-07-22 12:00:00,2018,23,1
1,4,0.5752592768889914,1,3,2,0.0,5,16.0,2018-07-22,2,49,2018-07-22 12:15:00,2018,23,1
1,4,0.5752592768889914,0,3,4,0.0,2,14.0,2018-07-22,2,50,2018-07-22 12:30:00,2018,23,1
1,4,0.5752592768889914,1,2,1,0.0,4,13.0,2018-07-22,2,51,2018-07-22 12:45:00,2018,23,1
0,4,0.5752592768889914,3,2,4,0.0,2,15.0,2018-07-22,2,52,2018-07-22 13:00:00,2018,24,2
3,3,0.5752592768889914,3,1,1,0.0,1,12.0,2018-07-22,2,53,2018-07-22 13:15:00,2018,24,2
4,3,0.5752592768889914,4,0,1,0.0,1,13.0,2018-07-22,2,54,2018-07-22 13:30:00,2018,24,3
4,0,0.5752592768889914,0,2,4,0.0,2,12.0,2018-07-22,2,55,2018-07-22 13:45:00,2018,24,3
4,0,0.5752592768889914,1,4,7,0.0,4,20.0,2018-07-22,2,56,2018-07-22 14:00:00,2018,24,3
3,2,0.5752592768889914,3,3,4,0.0,1,16.0,2018-07-22,2,57,2018-07-22 14:15:00,2018,24,3
3,3,0.5752592768889914,5,4,6,0.0,1,22.0,2018-07-22,2,58,2018-07-22 14:30:00,2018,26,3
3,4,0.7670123691853219,6,1,5,0.6177106242785427,0,19.0,2018-07-22,2,59,2018-07-22 14:45:00,2018,26,3
1,1,0.7670123691853219,3,1,6,0.6177106242785427,0,12.0,2018-07-22,2,60,2018-07-22 15:00:00,2018,27,1
3,2,0.7670123691853219,3,1,8,0.6177106242785427,1,18.0,2018-07-22,2,61,2018-07-22 15:15:00,2018,27,1
3,2,0.7670123691853219,3,1,9,0.6177106242785427,2,20.0,2018-07-22,2,62,2018-07-22 15:30:00,2018,20,0
5,1,0.7670123691853219,1,2,7,0.6177106242785427,1,17.0,2018-07-22,2,63,2018-07-22 15:45:00,2018,20,0
1,0,0.7670123691853219,2,2,4,0.6177106242785427,1,10.0,2018-07-22,2,64,2018-07-22 16:00:00,2018,22,1
2,0,0.5752592768889914,1,1,2,0.45303018726775096,1,7.0,2018-07-22,2,65,2018-07-22 16:15:00,2018,22,1
1,5,0.5752592768889914,3,0,6,0.45303018726775096,0,15.0,2018-07-22,2,66,2018-07-22 16:30:00,2018,22,1
2,1,0.5752592768889914,2,1,8,0.45303018726775096,2,16.0,2018-07-22,2,67,2018-07-22 16:45:00,2018,22,1
3,0,0.5752592768889914,1,1,4,0.45303018726775096,0,9.0,2018-07-22,2,68,2018-07-22 17:00:00,2018,24,1
1,1,0.5752592768889914,3,2,5,0.45303018726775096,5,17.0,2018-07-22,2,69,2018-07-22 17:15:00,2018,24,1
2,4,0.5752592768889914,3,1,4,0.8215731714041903,2,16.0,2018-07-22,2,70,2018-07-22 17:30:00,2018,25,1
1,1,0.5752592768889914,8,0,8,0.8215731714041903,2,20.0,2018-07-22,2,71,2018-07-22 17:45:00,2018,25,1
2,1,0.5752592768889914,7,0,5,0.8215731714041903,2,17.0,2018-07-22,2,72,2018-07-22 18:00:00,2018,24,1
0,1,0.5752592768889914,2,2,6,0.8215731714041903,2,13.0,2018-07-22,2,73,2018-07-22 18:15:00,2018,24,1
4,3,0.5752592768889914,3,0,6,0.8215731714041903,0,16.0,2018-07-22,2,74,2018-07-22 18:30:00,2018,24,2
2,3,0.5752592768889914,2,0,5,0.8215731714041903,0,12.0,2018-07-22,2,75,2018-07-22 18:45:00,2018,24,2
1,0,0.5752592768889914,7,1,5,0.8649096374201224,1,15.0,2018-07-22,2,76,2018-07-22 19:00:00,2018,24,1
0,0,0.5752592768889914,4,0,6,0.8649096374201224,2,12.0,2018-07-22,2,77,2018-07-22 19:15:00,2018,24,1
1,0,0.9035829483320096,4,0,4,0.8649096374201224,1,10.0,2018-07-22,2,78,2018-07-22 19:30:00,2018,23,0
1,0,0.9035829483320096,2,1,5,0.8649096374201224,0,9.0,2018-07-22,2,79,2018-07-22 19:45:00,2018,23,0
0,0,0.9035829483320096,5,1,1,0.8649096374201224,2,9.0,2018-07-22,2,80,2018-07-22 20:00:00,2018,19,0
0,1,0.9035829483320096,3,1,4,0.8649096374201224,1,10.0,2018-07-22,2,81,2018-07-22 20:15:00,2018,19,0
1,2,0.9035829483320096,2,0,5,0.8649096374201224,1,11.0,2018-07-22,2,82,2018-07-22 20:30:00,2018,20,1
0,1,1.0000000000000002,0,0,5,0.9602201423383161,0,6.0,2018-07-22,2,83,2018-07-22 20:45:00,2018,20,1
0,2,1.0000000000000002,3,1,2,0.9602201423383161,1,9.0,2018-07-22,2,84,2018-07-22 21:00:00,2018,20,1
0,0,1.0000000000000002,3,0,2,0.9602201423383161,0,5.0,2018-07-22,2,85,2018-07-22 21:15:00,2018,20,1
0,0,1.0000000000000002,0,1,0,0.9602201423383161,0,1.0,2018-07-22,2,86,2018-07-22 21:30:00,2018,19,1
0,0,1.0000000000000002,0,2,1,0.9602201423383161,0,3.0,2018-07-22,2,87,2018-07-22 21:45:00,2018,19,1
0,1,1.0000000000000002,0,0,0,0.9602201423383161,0,1.0,2018-07-22,2,88,2018-07-22 22:00:00,2018,18,1
0,0,1.0000000000000002,0,0,0,0.9602201423383161,2,2.0,2018-07-22,2,89,2018-07-22 22:15:00,2018,18,1
0,0,1.0000000000000002,0,0,0,0.9602201423383161,1,1.0,2018-07-22,2,90,2018-07-22 22:30:00,2018,18,1
0,0,0.5752592768889914,0,0,0,0.0,0,0.0,2018-07-22,2,91,2018-07-22 22:45:00,2018,18,1
0,0,0.5752592768889914,0,0,0,0.0,0,0.0,2018-07-22,2,92,2018-07-22 23:00:00,2018,18,1
0,0,0.5752592768889914,1,0,0,0.0,0,1.0,2018-07-22,2,93,2018-07-22 23:15:00,2018,18,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,94,2018-07-22 23:30:00,2018,18,2
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,95,2018-07-22 23:45:00,2018,18,2
